RecipeID,Category,Subcategory1,Subcategory2,Name,Ingredients,Methods,Instructions,Sensory Storytelling
ITA-009,Concoctions,Italians Do It Better,Maestro,Carciofi alla Romana with Black Truffle & Aged Balsamic,"[{""ingredient"": ""Roman artichokes, cleaned"", ""amount"": ""2""}, {""ingredient"": ""Black truffle shavings"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Aceto Balsamico Tradizionale"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Extra virgin olive oil"", ""amount"": ""2 tbsp""}]","[{""ingredient"": ""Artichokes"", ""method"": ""braised in olive oil for silkiness""}, {""ingredient"": ""Balsamic"", ""method"": ""aged for 50 years for depth""}, {""ingredient"": ""Dish"", ""method"": ""topped with delicate truffle""}]","Slice prawns lengthwise, plate elegantly. Spoon burrata over the top. Drizzle with saffron olive oil and balsamic pearls before serving.","The tender silk of Roman artichokes, bathed in extra virgin olive oil, is elevated to indulgence with black truffle shavings and 50-year aged Aceto Balsamico Tradizionale. Each bite oscillates between earthy richness and balsamic brightness, a study in balance, where the simplest ingredients become regal."
ITA-010,Concoctions,Italians Do It Better,Maestro,Zabaione con Marsala e Oro 24K,"[{""ingredient"": ""Large egg yolks"", ""amount"": ""3""}, {""ingredient"": ""Marsala wine"", ""amount"": ""100ml""}, {""ingredient"": ""Cane sugar"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Edible gold leaf"", ""amount"": ""1""}]","[{""ingredient"": ""Marsala"", ""method"": ""whisked into a velvety sabayon""}, {""ingredient"": ""Dish"", ""method"": ""finished with edible gold""}]","Grill the Bistecca Fiorentina to a perfect medium-rare. Brush with bone marrow, rest, and drizzle with truffle salsa verde.","A dish of pure decadence, where Marsala-warmed zabaione, whisked to aerated silk, dissolves on the tongue with honeyed warmth. The shimmer of 24K edible gold leaf is more than a flourish—it is an emblem of luxury, a final gilded touch to an extraordinary journey through Italian gastronomy."
ITA-011,Concoctions,Italians Do It Better,Maestro,Lobster Tortellini in Saffron Brodo with Sea Urchin Butter,"[{""ingredient"": ""Hand-rolled tortellini dough (00 flour, duck eggs)"", ""amount"": ""300g""}, {""ingredient"": ""Maine lobster, poached and diced"", ""amount"": ""150g""}, {""ingredient"": ""Mascarpone, folded into the lobster filling"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Saffron-infused brodo (veal & shellfish stock)"", ""amount"": ""250ml""}, {""ingredient"": ""Fresh sea urchin butter"", ""amount"": ""50g""}]","[{""ingredient"": ""Lobster"", ""method"": ""poached gently to retain sweetness""}, {""ingredient"": ""Brodo"", ""method"": ""infused with saffron for a delicate aroma""}, {""ingredient"": ""Dish"", ""method"": ""finished with emulsified sea urchin butter""}]","Fill tortellini with lobster-mascarpone mix, seal delicately. Poach in saffron brodo. Finish with a spoon of sea urchin butter before serving.","This dish captures the delicate dance of land and sea, where silken tortellini envelop the sweet opulence of Maine lobster, contrasted by the briny silk of sea urchin butter. The saffron-infused brodo, golden and aromatic, lingers on the palate, deepening the resonance of the ocean. Every spoonful is a symphony of elegance, a weightless yet decadent balance of umami and floral warmth."
ITA-012,Concoctions,Italians Do It Better,Maestro,Black Truffle & Fontina Fonduta-Stuffed Gnocchi with Brown Butter & Sage,"[{""ingredient"": ""Potato gnocchi, hand-rolled"", ""amount"": ""400g""}, {""ingredient"": ""Fontina Val d’Aosta, melted into fonduta"", ""amount"": ""150g""}, {""ingredient"": ""Black truffle, finely shaved"", ""amount"": ""10g""}, {""ingredient"": ""Cultured butter, browned with sage leaves"", ""amount"": ""100g""}]","[{""ingredient"": ""Gnocchi"", ""method"": ""boiled to a light and pillowy texture""}, {""ingredient"": ""Butter"", ""method"": ""gently browned for nutty complexity""}, {""ingredient"": ""Dish"", ""method"": ""topped with truffle for aromatic depth""}]","Fill gnocchi with Fontina fonduta, boil until floating. Toss in sage brown butter, plate with black truffle shavings.","A dish that redefines luxury through restraint, these pillowy gnocchi conceal a molten core of Fontina fonduta, a rich cascade of umami tempered by the deep musk of black truffle. The brown butter and sage, nutty and aromatic, form a golden embrace, heightening the dish’s warmth. Each bite is a contrast of textures, an interplay of sumptuous softness and crisp-fried edges, melting into a deep, earthy indulgence."
ITA-013,Concoctions,Italians Do It Better,Maestro,"Risotto Nero with Squid Ink, Cuttlefish & Bottarga","[{""ingredient"": ""Vialone Nano rice"", ""amount"": ""300g""}, {""ingredient"": ""Squid ink, emulsified"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Whole cuttlefish, braised and diced"", ""amount"": ""1""}, {""ingredient"": ""Bottarga di Muggine, grated"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Lemon zest"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Squid ink"", ""method"": ""folded in for richness""}, {""ingredient"": ""Cuttlefish"", ""method"": ""slow-cooked for tenderness""}, {""ingredient"": ""Dish"", ""method"": ""topped with bottarga for saline contrast""}]","Sauté rice, deglaze with white wine, add squid ink. Slowly ladle in broth, incorporating braised cuttlefish. Finish with bottarga and lemon zest.","A briny, jet-black canvas, Risotto Nero channels the essence of Venice’s lagoon, where cuttlefish slow-braise to supple tenderness in a bath of their own ink. The bottarga, finely grated, releases an umami crescendo, salting the dish with whispers of the sea. With each bite, the ocean unfurls, its darkness yielding to a velvety, mineral complexity—a dish that speaks the language of the deep."
ITA-014,Concoctions,Italians Do It Better,Maestro,Tagliatelle with 48-Month Parmigiano & 24-Year Aged Balsamic Reduction,"[{""ingredient"": ""Hand-cut tagliatelle"", ""amount"": ""250g""}, {""ingredient"": ""48-month aged Parmigiano-Reggiano, finely grated"", ""amount"": ""80g""}, {""ingredient"": ""24-year aged Aceto Balsamico Tradizionale"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Cultured butter"", ""amount"": ""50g""}]","[{""ingredient"": ""Pasta"", ""method"": ""cooked al dente to retain texture""}, {""ingredient"": ""Butter"", ""method"": ""emulsified into the sauce for silkiness""}, {""ingredient"": ""Dish"", ""method"": ""finished with Parmigiano shavings & balsamic drizzle""}]",Toss freshly cooked tagliatelle in butter & Parmigiano. Plate and finish with aged balsamic drizzle.,"A masterclass in simplicity elevated to transcendence, this dish honors Italy’s most revered treasures—the salt-crystal depth of Parmigiano-Reggiano, the dark caramel poetry of Aceto Balsamico Tradizionale, and the pillowy embrace of handmade tagliatelle. The butter-emulsified sauce clings to the pasta with a silkiness that feels infinite, while the aged balsamic lingers, weaving acidity through the richness like a whisper of time itself."
ITA-015,Concoctions,Italians Do It Better,Maestro,Wood-Fired Branzino with Charred Citrus & Fennel Pollen,"[{""ingredient"": ""Branzino, deboned & butterflied"", ""amount"": ""1""}, {""ingredient"": ""Charred Meyer lemon slices"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Sicilian fennel pollen"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Extra virgin olive oil"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Fish"", ""method"": ""grilled over wood fire for smoky complexity""}, {""ingredient"": ""Citrus"", ""method"": ""charred to enhance its caramelized sweetness""}, {""ingredient"": ""Dish"", ""method"": ""finished with a dusting of fennel pollen""}]","Grill branzino over wood fire, basting with olive oil. Plate with charred citrus and a dusting of fennel pollen.","Here, fire and ocean collide in a dish where branzino, kissed by wood smoke, absorbs the caramelized tang of charred Meyer lemon. Fennel pollen drifts across the plate, lending a floral brightness that awakens the dish with wild Mediterranean aromatics. Each forkful evokes the salt-spray of an Italian coastline, where seafood is cooked simply, but touched by the elemental grandeur of fire, citrus, and sea air."
ITA-016,Concoctions,Italians Do It Better,Maestro,Wagyu Beef Carpaccio with White Truffle & Aged Pecorino Toscano,"[{""ingredient"": ""A5 Wagyu, sliced paper-thin"", ""amount"": ""150g""}, {""ingredient"": ""Fresh white Alba truffle, shaved"", ""amount"": ""10g""}, {""ingredient"": ""Pecorino Toscano, finely grated"", ""amount"": ""20g""}, {""ingredient"": ""Lemon-infused olive oil"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Beef"", ""method"": ""chilled and sliced to precise transparency""}, {""ingredient"": ""Truffle"", ""method"": ""shaved fresh for an intoxicating aroma""}, {""ingredient"": ""Dish"", ""method"": ""finished with lemon-infused olive oil for vibrancy""}]","Fill tortellini with lobster-mascarpone mix, seal delicately. Poach in saffron brodo. Finish with a spoon of sea urchin butter before serving.","Ethereal and indulgent, this carpaccio dissolves upon contact, its A5 Wagyu marbling fusing with the silken undertow of white truffle. The Pecorino Toscano, aged and finely grated, releases a savory echo, cutting through the beef’s richness with a sharp, nutty precision. This dish is as much about touch as taste—each slice is paper-thin, nearly weightless, yet impossibly rich, a study in delicate opulence."
ITA-017,Concoctions,Italians Do It Better,Maestro,Saffron & Amarena Cherry Panna Cotta with Gold Leaf,"[{""ingredient"": ""Heavy cream"", ""amount"": ""250ml""}, {""ingredient"": ""Amarena cherry reduction"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Saffron threads, bloomed"", ""amount"": ""1 tsp""}, {""ingredient"": ""Edible gold leaf"", ""amount"": ""1""}]","[{""ingredient"": ""Cream"", ""method"": ""infused with saffron for delicate flavor""}, {""ingredient"": ""Cherries"", ""method"": ""reduced to a syrup for intensity""}, {""ingredient"": ""Dish"", ""method"": ""finished with gold leaf for elegance""}]","Fill gnocchi with Fontina fonduta, boil until floating. Toss in sage brown butter, plate with black truffle shavings.","A duet of saffron’s golden warmth and Amarena cherry’s velvety tartness, this panna cotta wobbles with perfect tension, its custard barely holding together before dissolving into silk. The deep crimson cherry reduction pools against the saffron-infused cream, a visual and sensory contrast. The final gilding of edible gold leaf elevates the dish to something almost mythical, as if luxury itself had taken on edible form."
ITA-018,Concoctions,Italians Do It Better,Maestro,Venetian Soft-Shell Crab Fritto Misto with Squid Ink Aioli,"[{""ingredient"": ""Soft-shell crabs, lightly floured"", ""amount"": ""2""}, {""ingredient"": ""Baby calamari, cleaned"", ""amount"": ""100g""}, {""ingredient"": ""Squid ink aioli"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Lemon zest"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Seafood"", ""method"": ""flash-fried for crispiness""}, {""ingredient"": ""Aioli"", ""method"": ""infused with squid ink for depth""}, {""ingredient"": ""Dish"", ""method"": ""finished with a dusting of lemon zest""}]","Sauté rice, deglaze with white wine, add squid ink. Slowly ladle in broth, incorporating braised cuttlefish. Finish with bottarga and lemon zest.","A dish where briny crispness meets shadowy depth, the feather-light batter encasing the soft-shell crab shatters with each bite, releasing an explosion of oceanic sweetness. Squid ink aioli, dark and lustrous, paints the plate with an inky brine, a whisper of Venetian canals at dusk. This is fried food elevated to an art form, a study in contrast, tension, and perfectly captured fleeting crispness."
ITA-019,Concoctions,Italians Do It Better,Maestro,Pistachio & Olive Oil Torta with Limoncello Mascarpone,"[{""ingredient"": ""Sicilian pistachios, ground"", ""amount"": ""200g""}, {""ingredient"": ""Extra virgin olive oil"", ""amount"": ""100ml""}, {""ingredient"": ""Large eggs"", ""amount"": ""3""}, {""ingredient"": ""Limoncello mascarpone"", ""amount"": ""2 tbsp""}]","[{""ingredient"": ""Pistachios"", ""method"": ""ground into a fine flour""}, {""ingredient"": ""Olive oil"", ""method"": ""whisked in for moisture""}, {""ingredient"": ""Dish"", ""method"": ""finished with Limoncello mascarpone for a creamy contrast""}]",Toss freshly cooked tagliatelle in butter & Parmigiano. Plate and finish with aged balsamic drizzle.,"This dish is a portrait of Sicily’s sun-drenched abundance, where the buttery crunch of finely ground pistachios meets the peppery depth of extra virgin olive oil. The torta is light, but rich—crumbly yet moist—its structure held together by the careful interplay of fat and nut flour. The Limoncello mascarpone, creamy yet tart, drizzles over the cake like Sicilian sunlight—bright, heady, and impossible to forget."
ITA-020,Concoctions,Italians Do It Better,Maestro,Espresso & Dark Chocolate Semifreddo with Marsala Zabaglione,"[{""ingredient"": ""Espresso, chilled"", ""amount"": ""100ml""}, {""ingredient"": ""Heavy cream"", ""amount"": ""200ml""}, {""ingredient"": ""80% Dark chocolate, melted"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Marsala zabaglione"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Espresso"", ""method"": ""folded into the semifreddo base""}, {""ingredient"": ""Zabaglione"", ""method"": ""whipped for an airy texture""}, {""ingredient"": ""Dish"", ""method"": ""finished with dark chocolate shavings""}]","Grill branzino over wood fire, basting with olive oil. Plate with charred citrus and a dusting of fennel pollen.","An ode to bittersweetness, this semifreddo is the embodiment of Italian intensity, where the sharp jolt of espresso melds into the velvety embrace of 80% dark chocolate. The Marsala zabaglione, whisked into an airy, golden cloud, floats atop, infusing the dish with warm, spiced depth. Every spoonful is a contrast between cold and warmth, bitter and sweet, dark and light—an elegant expression of Italian duality."
WOM-001,Concoctions,Woman Man Drink Eat,Tableau,Drunken Crab & Silken Egg Custard with 50-Year-Aged Huadiao Wine,"[{""ingredient"": ""Live hairy crab"", ""amount"": ""1""}, {""ingredient"": ""Organic duck eggs"", ""amount"": ""4""}, {""ingredient"": ""Dashi-infused chicken"", ""amount"": ""250ml""}, {""ingredient"": ""tbsp Shaoxing wine"", ""amount"": ""1""}, {""ingredient"": ""de"", ""amount"": ""Fleur""}, {""ingredient"": ""White"", ""amount"": null}, {""ingredient"": ""coriander"", ""amount"": ""Fresh""}]","[{""ingredient"": ""Live hairy crab"", ""method"": ""marinated in 50-year-aged Huadiao wine for 48 hours""}, {""ingredient"": ""Organic duck eggs"", ""method"": ""beaten""}, {""ingredient"": ""Dashi-infused chicken"", ""method"": null}, {""ingredient"": ""tbsp Shaoxing wine"", ""method"": null}, {""ingredient"": ""de"", ""method"": null}, {""ingredient"": ""White"", ""method"": null}, {""ingredient"": ""coriander"", ""method"": null}]",Steam the crab in its own Huadiao marinade. Whisk duck eggs into the dashi-infused chicken stock and steam gently to form a silken custard. Shred the drunken crab meat and arrange on the custard with its own juices. Finish with a drizzle of Shaoxing wine reduction and coriander flowers.,"A dish that speaks in hushed tones—of patience, of time, of an intimacy only understood in silence. The crab, its sweetness deepened by days of marination in Huadiao wine, dissolves effortlessly against the silk of the egg custard. The dashi-infused broth whispers of umami, cradling the crab’s essence in its warmth. A final flourish of Shaoxing wine reduction lingers on the tongue, an echo of something fleeting yet unforgettable—like a last embrace before parting."
WOM-002,Concoctions,Woman Man Drink Eat,Tableau,Lotus-Wrapped Claypot Rice with Smoked Eel & Foie Gras XO Sauce,"[{""ingredient"": ""Aged jasmine rice"", ""amount"": ""250g""}, {""ingredient"": ""Japanese unagi"", ""amount"": ""100g""}, {""ingredient"": ""Foie gras XO"", ""amount"": ""50g""}, {""ingredient"": ""Lotus leaves"", ""amount"": ""2""}, {""ingredient"": ""tbsp Aged soy sauce infused with caramelized"", ""amount"": ""1""}]","[{""ingredient"": ""Aged jasmine rice"", ""method"": ""soaked overnight""}, {""ingredient"": ""Japanese unagi"", ""method"": ""smoked over sakura wood""}, {""ingredient"": ""Foie gras XO"", ""method"": null}, {""ingredient"": ""Lotus leaves"", ""method"": ""lightly charred""}, {""ingredient"": ""tbsp Aged soy sauce infused with caramelized"", ""method"": null}]","Line a claypot with lotus leaves, gently toasting them before adding the soaked rice. Layer smoked eel on top and steam for 20 minutes. Stir in the house-made foie gras XO sauce and aged soy reduction. Serve table-side, peeling back the lotus leaves to release their fragrant steam.","This is the fragrance of home, of rice steamed gently in the embrace of lotus leaves, their essence seeping into each grain like the remnants of old stories told by a fire. The smoked eel, rich with the scent of sakura wood, yields to the bite, while the foie gras XO sauce—unctuous, heady, intoxicating—melts into the folds of the rice. As the lotus leaves peel back, a cloud of fragrant steam rises, carrying nostalgia with it, curling into the air like a memory too powerful to contain."
WOM-003,Concoctions,Woman Man Drink Eat,Tableau,Charred Octopus & Bone Marrow Congee with Sea Urchin Butter,"[{""ingredient"": ""Octopus tentacle"", ""amount"": ""1""}, {""ingredient"": ""tbsp Sea urchin"", ""amount"": ""1""}, {""ingredient"": ""Bone marrow-infused rice"", ""amount"": ""250ml""}, {""ingredient"": ""tbsp Fermented black bean"", ""amount"": ""1""}, {""ingredient"": ""de"", ""amount"": ""Fleur""}, {""ingredient"": ""Sichuan"", ""amount"": null}]","[{""ingredient"": ""Octopus tentacle"", ""method"": ""charred over binchotan charcoal""}, {""ingredient"": ""tbsp Sea urchin"", ""method"": null}, {""ingredient"": ""Bone marrow-infused rice"", ""method"": null}, {""ingredient"": ""tbsp Fermented black bean"", ""method"": null}, {""ingredient"": ""de"", ""method"": null}, {""ingredient"": ""Sichuan"", ""method"": null}]","Char the octopus tentacle over binchotan, locking in a smoky, tender finish. Prepare a bone marrow congee, slow-simmered for 8 hours. Emulsify sea urchin butter into the congee for a velvety, briny base. Plate with octopus and a drizzle of fermented black bean oil.","A dish where the primal and the refined meet in quiet harmony. The octopus, its edges blackened from binchotan fire, retains an oceanic tenderness within, an interplay of strength and surrender. The bone marrow congee, slow-cooked into a velvet embrace, deepens with each spoonful, the marrow’s richness wrapping itself around the tongue. Then, the final flourish—the sea urchin butter—briny, golden, and melting instantly, dissolving into something intangible yet deeply felt, like a whisper "
WOM-004,Concoctions,Woman Man Drink Eat,Tableau,Hand-Kneaded Jiaozi with Iberico Pork & Matsutake Dashi Emulsion,"[{""ingredient"": ""Iberico pork shoulder"", ""amount"": ""250g""}, {""ingredient"": ""Matsutake mushrooms"", ""amount"": ""2""}, {""ingredient"": ""Double-aged black vinegar"", ""amount"": ""50ml""}, {""ingredient"": ""Hand-kneaded dumpling"", ""amount"": ""250g""}, {""ingredient"": ""tbsp Chili-infused duck"", ""amount"": ""1""}]","[{""ingredient"": ""Iberico pork shoulder"", ""method"": ""hand-minced""}, {""ingredient"": ""Matsutake mushrooms"", ""method"": ""shaved into broth""}, {""ingredient"": ""Double-aged black vinegar"", ""method"": null}, {""ingredient"": ""Hand-kneaded dumpling"", ""method"": null}, {""ingredient"": ""tbsp Chili-infused duck"", ""method"": null}]","Hand-knead dumpling wrappers to achieve the perfect texture. Fill each jiaozi with Iberico pork, ensuring an even balance of fat and lean meat. Steam over matsutake broth, allowing the aroma to infuse into the dough. Serve with black vinegar reduction and chili duck fat drizzle.","The precision of tradition, the reverence of hands folding and pleating with care. Each jiaozi is a vessel of warmth, its delicate skin stretching just enough before giving way to the richness within—the Iberico pork, hand-minced, its fat blooming upon the first bite. The matsutake dashi, perfumed and earthy, pools at the bottom, infusing the dumplings with quiet complexity. A final drizzle of chili-infused duck fat flickers across the palate, a nod to the fire hidden beneath gentleness."
WOM-005,Concoctions,Woman Man Drink Eat,Tableau,Imperial Bird’s Nest & Dashi Broth with Gold-Leafed Silken Tofu,"[{""ingredient"": ""Imperial cave-harvested"", ""amount"": ""50g""}, {""ingredient"": ""sheet Handcrafted gold"", ""amount"": ""1""}, {""ingredient"": ""Aged kombu dashi"", ""amount"": ""200ml""}, {""ingredient"": ""House-made silken"", ""amount"": ""100g""}, {""ingredient"": ""tsp Fermented shiitake soy"", ""amount"": ""1""}, {""ingredient"": ""tbsp Fresh yuzu"", ""amount"": ""1""}]","[{""ingredient"": ""Imperial cave-harvested"", ""method"": ""soaked overnight""}, {""ingredient"": ""sheet Handcrafted gold"", ""method"": null}, {""ingredient"": ""Aged kombu dashi"", ""method"": ""simmered for 24 hours""}, {""ingredient"": ""House-made silken"", ""method"": null}, {""ingredient"": ""tsp Fermented shiitake soy"", ""method"": null}, {""ingredient"": ""tbsp Fresh yuzu"", ""method"": null}]","Gently steam the bird’s nest in dashi, allowing it to absorb delicate umami. Hand-cut the silken tofu into elegant cubes and place in a warm serving bowl. Gently ladle the dashi over the tofu, laying the softened bird’s nest atop. Finish with fermented shiitake soy and gold leaf.","A dish of delicacy, of ephemerality, of moments that slip through the fingers like water. The bird’s nest, its fibers soft and almost translucent, floats within the dashi, absorbing its ancient umami. The silken tofu, hand-formed and impossibly smooth, crumbles upon the tongue, dissolving before the mind can fully grasp its presence. A fleck of gold leaf rests atop, catching the light—a final reminder that beauty exists only for those who stop long enough to see it."
WOM-006,Concoctions,Woman Man Drink Eat,Tableau,Tea-Smoked Pigeon with Five-Spice Plum Reduction & Lotus Root Chips,"[{""ingredient"": ""Pigeon"", ""amount"": ""1""}, {""ingredient"": ""tbsp Lapsang souchong tea"", ""amount"": ""1""}, {""ingredient"": ""Plum and five-spice"", ""amount"": ""50ml""}, {""ingredient"": ""Crispy lotus root"", ""amount"": ""30g""}, {""ingredient"": ""de"", ""amount"": ""Fleur""}]","[{""ingredient"": ""Pigeon"", ""method"": ""dry-aged for 7 days""}, {""ingredient"": ""tbsp Lapsang souchong tea"", ""method"": null}, {""ingredient"": ""Plum and five-spice"", ""method"": null}, {""ingredient"": ""Crispy lotus root"", ""method"": null}, {""ingredient"": ""de"", ""method"": null}]",Steam the crab in its own Huadiao marinade. Whisk duck eggs into the dashi-infused chicken stock and steam gently to form a silken custard. Shred the drunken crab meat and arrange on the custard with its own juices. Finish with a drizzle of Shaoxing wine reduction and coriander flowers.,"The scent of lapsang souchong lingers in the air, an aroma both comforting and haunting. The pigeon, dry-aged to perfection, absorbs the tea smoke, its skin crisp, its flesh deep with umami. The five-spice plum reduction clings to the meat in a final act of devotion, a bittersweet contrast to the smokiness. On the side, lotus root chips shatter between the teeth, their crispness a fleeting counterpoint to the dish’s quiet intensity—like laughter shared between lingering glances."
WOM-007,Concoctions,Woman Man Drink Eat,Tableau,Wagyu Xiao Long Bao with Black Vinegar Aspic & Szechuan Peppercorn Essence,"[{""ingredient"": ""A5 Wagyu beef"", ""amount"": ""200g""}, {""ingredient"": ""Black vinegar aspic"", ""amount"": ""50ml""}, {""ingredient"": ""Thin dumpling wrappers"", ""amount"": ""250g""}, {""ingredient"": ""tbsp Szechuan peppercorn"", ""amount"": ""1""}, {""ingredient"": ""de"", ""amount"": ""Fleur""}]","[{""ingredient"": ""A5 Wagyu beef"", ""method"": ""hand-minced""}, {""ingredient"": ""Black vinegar aspic"", ""method"": ""frozen into small cubes""}, {""ingredient"": ""Thin dumpling wrappers"", ""method"": ""hand-stretched""}, {""ingredient"": ""tbsp Szechuan peppercorn"", ""method"": null}, {""ingredient"": ""de"", ""method"": null}]","Line a claypot with lotus leaves, gently toasting them before adding the soaked rice. Layer smoked eel on top and steam for 20 minutes. Stir in the house-made foie gras XO sauce and aged soy reduction. Serve table-side, peeling back the lotus leaves to release their fragrant steam.","A dish of revelations, of moments suspended in time. The thin, hand-stretched dumpling skin is delicate, almost translucent, barely concealing the secret within—a pocket of Wagyu-laden broth, infused with the sharp tang of aged black vinegar aspic. The first bite bursts forth, a flood of richness, a warmth spreading from the center outward. Then comes the whisper of Szechuan peppercorn, a slow and measured heat that lingers, a sensation that refuses"
WOM-008,Concoctions,Woman Man Drink Eat,Tableau,Longevity Noodles with Truffle Egg Yolk & Aged Shaoxing-Wine Duck,"[{""ingredient"": ""Hand-pulled longevity"", ""amount"": ""250g""}, {""ingredient"": ""Aged Shaoxing-wine duck"", ""amount"": ""100g""}, {""ingredient"": ""Organic duck egg yolk"", ""amount"": ""1""}, {""ingredient"": ""tbsp Toasted sesame oil infused with dried scallop"", ""amount"": ""1""}, {""ingredient"": ""de"", ""amount"": ""Fleur""}, {""ingredient"": ""Chili"", ""amount"": null}]","[{""ingredient"": ""Hand-pulled longevity"", ""method"": null}, {""ingredient"": ""Aged Shaoxing-wine duck"", ""method"": ""slow-roasted""}, {""ingredient"": ""Organic duck egg yolk"", ""method"": ""cured in black truffle paste""}, {""ingredient"": ""tbsp Toasted sesame oil infused with dried scallop"", ""method"": null}, {""ingredient"": ""de"", ""method"": null}, {""ingredient"": ""Chili"", ""method"": null}]","Char the octopus tentacle over binchotan, locking in a smoky, tender finish. Prepare a bone marrow congee, slow-simmered for 8 hours. Emulsify sea urchin butter into the congee for a velvety, briny base. Plate with octopus and a drizzle of fermented black bean oil.","A dish woven from time itself, the hand-pulled noodles stretching like lifelines across generations. Their chewiness is a promise, a testament to patience and mastery. The truffle-infused egg yolk clings to their surface, wrapping each strand in gilded richness, while slices of Shaoxing-wine duck, deep with age and fire, rest atop like a final blessing. This is a dish of continuity, of tradition carried forward—not in the past, but in every bite taken in the present."
WOM-009,Concoctions,Woman Man Drink Eat,Tableau,Steamed Red Snapper with Black Garlic Congee & Pickled Mustard Greens,"[{""ingredient"": ""Whole red snapper"", ""amount"": ""1""}, {""ingredient"": ""Fermented black garlic-infused"", ""amount"": ""200g""}, {""ingredient"": ""House-pickled mustard"", ""amount"": ""50g""}, {""ingredient"": ""tbsp Cold-pressed ginger scallion"", ""amount"": ""1""}, {""ingredient"": ""White"", ""amount"": null}, {""ingredient"": ""sea"", ""amount"": ""Smoked""}]","[{""ingredient"": ""Whole red snapper"", ""method"": ""filleted and steamed""}, {""ingredient"": ""Fermented black garlic-infused"", ""method"": null}, {""ingredient"": ""House-pickled mustard"", ""method"": null}, {""ingredient"": ""tbsp Cold-pressed ginger scallion"", ""method"": null}, {""ingredient"": ""White"", ""method"": null}, {""ingredient"": ""sea"", ""method"": null}]","Hand-knead dumpling wrappers to achieve the perfect texture. Fill each jiaozi with Iberico pork, ensuring an even balance of fat and lean meat. Steam over matsutake broth, allowing the aroma to infuse into the dough. Serve with black vinegar reduction and chili duck fat drizzle.","A dish of balance, of restraint, of finding harmony in contrast. The red snapper, its flesh steamed to impossibly soft perfection, is a whisper against the boldness of black garlic congee, a depth of umami built over hours of slow coaxing. The pickled mustard greens cut through with acidity, a necessary tension against the congee’s depth, like the sharpness of a well-placed word in an otherwise quiet conversation. It is a dish that understands the need for both light and shadow."
WOM-010,Concoctions,Woman Man Drink Eat,Tableau,Phoenix Claw & Porcini Mille-Feuille with Aged Shaoxing Wine Reduction,"[{""ingredient"": ""Organic chicken feet"", ""amount"": ""6""}, {""ingredient"": ""Fresh porcini mushrooms"", ""amount"": ""200g""}, {""ingredient"": ""sheet Hand-laminated feuille de brick"", ""amount"": ""1""}, {""ingredient"": ""20-year-aged Shaoxing wine"", ""amount"": ""50ml""}, {""ingredient"": ""tbsp Fermented black bean and ginger"", ""amount"": ""1""}, {""ingredient"": ""de"", ""amount"": ""Fleur""}, {""ingredient"": ""Sichuan"", ""amount"": null}]","[{""ingredient"": ""Organic chicken feet"", ""method"": ""deboned and slow-braised in Shaoxing wine and black vinegar""}, {""ingredient"": ""Fresh porcini mushrooms"", ""method"": ""thinly sliced""}, {""ingredient"": ""sheet Hand-laminated feuille de brick"", ""method"": null}, {""ingredient"": ""20-year-aged Shaoxing wine"", ""method"": null}, {""ingredient"": ""tbsp Fermented black bean and ginger"", ""method"": null}, {""ingredient"": ""de"", ""method"": null}, {""ingredient"": ""Sichuan"", ""method"": null}]","Gently steam the bird’s nest in dashi, allowing it to absorb delicate umami. Hand-cut the silken tofu into elegant cubes and place in a warm serving bowl. Gently ladle the dashi over the tofu, laying the softened bird’s nest atop. Finish with fermented shiitake soy and gold leaf.","A study in contrast, in the interplay of textures and cultures. The chicken feet, slow-braised until gelatinous and rich, are unrecognizable from their humble origins, their deep umami heightened by the lacquered depth of Shaoxing wine reduction. The mille-feuille, impossibly crisp, shatters upon the first bite, its delicate layers a foil to the richness below. Fermented black bean purée drapes over the top, binding it all together, the final stroke in a dish that tells the story of generations speaking in different tongues but understanding each other just the same."
